169574,4.12794e+06,4.65992e+06,5.6541e+06,6.96019e+06,9.84398e+06,9.95461e+06,1.11689e+07,
151555,1.46791e+06,4.68715e+06,4.79219e+06,6.08215e+06,9.29434e+06,9.52195e+06,1.11298e+07,
155047,1.46484e+06,3.00818e+06,4.5247e+06,6.11672e+06,7.73947e+06,9.4329e+06,1.07158e+07,
152602,1.46561e+06,3.36081e+06,4.51388e+06,6.00498e+06,7.62382e+06,9.38883e+06,1.07785e+07,
152951,1.47029e+06,3.0505e+06,4.90568e+06,6.32806e+06,9.39295e+06,9.82052e+06,1.06843e+07,
151205,1.46442e+06,3.07802e+06,4.74854e+06,6.43359e+06,7.68332e+06,9.55917e+06,1.10464e+07,
151834,1.52777e+06,3.035e+06,4.7035e+06,6.39769e+06,7.99216e+06,9.55617e+06,1.12754e+07,
151415,1.51163e+06,3.42408e+06,4.64755e+06,6.10471e+06,8.32781e+06,9.84964e+06,1.10455e+07,



153789,1.46889e+06,3.07586e+06,4.92908e+06,6.51014e+06,8.09852e+06,9.86207e+06,1.10825e+07,
154069,1.78904e+06,3.07565e+06,4.62136e+06,1.02547e+07,1.1601e+07,9.43046e+06,1.48368e+07,
152183,1.46596e+06,4.38886e+06,6.8782e+06,1.05594e+07,1.08054e+07,1.11267e+07,1.1056e+07,
152602,1.50025e+06,3.33629e+06,4.65028e+06,6.16303e+06,9.03837e+06,9.63621e+06,1.1326e+07,
154278,1.46784e+06,3.0959e+06,4.80588e+06,7.84284e+06,7.99306e+06,9.46258e+06,1.09628e+07,
493285,1.52197e+06,3.41584e+06,4.63833e+06,6.17127e+06,7.87301e+06,9.71234e+06,1.13391e+07,
153021,1.46666e+06,3.41745e+06,5.25496e+06,8.75901e+06,8.59062e+06,9.44079e+06,1.11905e+07,
153231,2.34036e+06,3.17349e+06,4.55152e+06,6.32708e+06,7.65804e+06,9.33883e+06,1.09952e+07,



153719,1.47064e+06,3.47269e+06,4.94033e+06,7.20945e+06,7.80596e+06,9.71352e+06,1.20135e+07,
154976,1.50521e+06,3.08717e+06,5.01498e+06,6.39001e+06,8.99025e+06,9.08782e+06,1.09286e+07,
154488,1.4661e+06,3.05798e+06,4.76237e+06,6.1552e+06,8.06486e+06,9.45651e+06,1.19677e+07,
152392,1.60536e+06,3.19256e+06,4.72522e+06,7.1519e+06,7.78536e+06,9.70556e+06,1.15475e+07,
152672,1.55256e+06,3.03696e+06,4.76956e+06,6.1464e+06,7.6463e+06,1.04197e+07,1.11248e+07,
152113,1.46498e+06,3.1334e+06,5.564e+06,6.36619e+06,8.02687e+06,9.51629e+06,1.10184e+07,
154139,3.95822e+06,3.77531e+06,6.12664e+06,5.97062e+06,7.93852e+06,9.22122e+06,1.14084e+07,
151554,1.81747e+06,3.08857e+06,4.59866e+06,6.33302e+06,7.99579e+06,9.55401e+06,1.08808e+07,



209732,1.47043e+06,3.15513e+06,4.82634e+06,7.19604e+06,7.95256e+06,9.52397e+06,1.10188e+07,
153789,2.24098e+06,3.38609e+06,5.67582e+06,7.62696e+06,9.51001e+06,1.74626e+07,1.10401e+07,
151903,2.75005e+06,3.14458e+06,4.57953e+06,6.18202e+06,7.6204e+06,1.11223e+07,1.17583e+07,
151484,1.47203e+06,3.05016e+06,4.69805e+06,6.44092e+06,7.60021e+06,9.39191e+06,1.09947e+07,
154139,1.51135e+06,3.06301e+06,4.9353e+06,6.42905e+06,8.16781e+06,9.33017e+06,1.06151e+07,
153510,1.67709e+06,3.05106e+06,4.6289e+06,6.29475e+06,7.59679e+06,9.42236e+06,1.09243e+07,
153300,1.46938e+06,3.10219e+06,4.62122e+06,6.63348e+06,7.75211e+06,9.39274e+06,1.12604e+07,
152044,1.50374e+06,3.07264e+06,4.62122e+06,6.16526e+06,7.59665e+06,9.97661e+06,1.08466e+07,



155047,1.63951e+06,3.02341e+06,4.71006e+06,6.58514e+06,8.46554e+06,9.69823e+06,1.12685e+07,
151554,1.47085e+06,3.04478e+06,4.78074e+06,6.20989e+06,7.80652e+06,9.09257e+06,1.15714e+07,
156025,1.46987e+06,3.04087e+06,4.68883e+06,6.29894e+06,7.76196e+06,9.28749e+06,1.09086e+07,
152672,1.52085e+06,3.00252e+06,5.55856e+06,6.06784e+06,7.92909e+06,9.40573e+06,1.06207e+07,
154837,1.71794e+06,3.76072e+06,4.62926e+06,6.09905e+06,7.63569e+06,9.15186e+06,1.09942e+07,
153441,1.5196e+06,3.00071e+06,4.56612e+06,6.60889e+06,7.66712e+06,9.38262e+06,1.1308e+07,
155046,1.5351e+06,2.99589e+06,4.77599e+06,6.11505e+06,7.8434e+06,9.33212e+06,1.08558e+07,
154348,1.46798e+06,3.07404e+06,5.20754e+06,6.1763e+06,8.07576e+06,9.26982e+06,1.06606e+07,



152113,1.52036e+06,3.03493e+06,4.62227e+06,6.1031e+06,7.58457e+06,9.17449e+06,1.10175e+07,
199604,1.55661e+06,3.07893e+06,4.51248e+06,6.16463e+06,7.75561e+06,9.42592e+06,1.52765e+07,
151485,1.88109e+06,4.19834e+06,5.80509e+06,7.90947e+06,8.67694e+06,9.22715e+06,1.12239e+07,
154208,1.65173e+06,3.37638e+06,4.51353e+06,6.05051e+06,7.59518e+06,9.06142e+06,1.06694e+07,
188011,1.46442e+06,3.04834e+06,4.53658e+06,1.04262e+07,8.94038e+06,9.49185e+06,1.11811e+07,
153091,1.46686e+06,4.3515e+06,5.04208e+06,6.40014e+06,7.76224e+06,9.12099e+06,1.06393e+07,
151345,1.47064e+06,3.09492e+06,4.55229e+06,6.13258e+06,7.65238e+06,9.16031e+06,1.06645e+07,
151624,1.46596e+06,3.02941e+06,4.62793e+06,6.04653e+06,7.76154e+06,9.13573e+06,1.07425e+07,



152602,1.46749e+06,3.07208e+06,4.61186e+06,6.07594e+06,7.56697e+06,9.13741e+06,1.08746e+07,
153649,1.51946e+06,3.0864e+06,4.64867e+06,6.09144e+06,7.58066e+06,9.12525e+06,1.10515e+07,
153510,1.46645e+06,3.05784e+06,4.7123e+06,6.30536e+06,7.59448e+06,9.23078e+06,1.12136e+07,
155744,1.47008e+06,3.09052e+06,4.55837e+06,6.05135e+06,7.63157e+06,9.24398e+06,1.0878e+07,
153649,1.52511e+06,3.0556e+06,4.53706e+06,6.03361e+06,7.65727e+06,9.3303e+06,1.06236e+07,
152742,1.46687e+06,3.06845e+06,4.68471e+06,6.05442e+06,7.52073e+06,9.26752e+06,1.06651e+07,
152602,1.47029e+06,3.03989e+06,4.59e+06,6.11875e+06,7.73912e+06,9.14963e+06,1.08451e+07,
151624,1.47727e+06,3.04743e+06,4.55362e+06,6.09982e+06,7.66104e+06,9.18888e+06,1.079e+07,



